"ident","lat","long","new_seg","display","color","altitude","depth","temp","time","model","filename","ltime"
"rg56"," "," "," "," "," "," "," "," "," "," "," "," "
"rg56",-16.3683540388,-71.5285383474,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3693727865,-71.5296180245,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3708832772,-71.5298758016,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3698102034,-71.5309596712,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3692173484,-71.530379088,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3681987714,-71.529692501,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3673921871,-71.5287138398,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3661207003,-71.5280354262,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3660617222,-71.5283005466,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3667294681,-71.5288121019,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.367760486,-71.5295681102,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3680077074,-71.5300515946,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3685540414,-71.5302874109,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3695435025,-71.5311929094,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3695580306,-71.5314938739,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3698416709,-71.5317615198,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.37009345,-71.5316902887,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3705093917,-71.5314819809,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3715484699,-71.5312560026,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3718151608,-71.5306238869,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3723300823,-71.5304486038,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3723919041,-71.5301636876,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3723896348,-71.5301517713,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3729720167,-71.5301714423,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3733283948,-71.5300147718,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3734610162,-71.5291219591,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.372580767,-71.5291015898,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3723662638,-71.5290546228,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3720527353,-71.5294121153,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.371813086,-71.5294498726,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3717184662,-71.5294306162,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3715164348,-71.5290600468,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3714121849,-71.5290715149,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3713486604,-71.529150431,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3712672441,-71.5294974977,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3712578448,-71.5295619144,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3711607091,-71.5296478184,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3709309867,-71.5298721955,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3699654976,-71.529692164,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3700752535,-71.5294554724,"False"," "," ",0," "," "," "," "," "," "
"rg56",-16.3686208471,-71.5283213163,"False"," "," ",0," "," "," "," "," "," "
"l2"," "," "," "," "," "," "," "," "," "," "," "," "
"l2",-16.3804369004,-71.5245633832,"False"," "," ",0," "," "," "," "," "," "
"l2",-16.3800919119,-71.5242176006,"False"," "," ",0," "," "," "," "," "," "
"l2",-16.3803863957,-71.5239683745,"False"," "," ",0," "," "," "," "," "," "
"l2",-16.380148721,-71.5237190009,"False"," "," ",0," "," "," "," "," "," "
"l2",-16.3794323382,-71.5243276091,"False"," "," ",0," "," "," "," "," "," "
"l2",-16.3794743793,-71.5245251112,"False"," "," ",0," "," "," "," "," "," "
"l2",-16.37983687,-71.5253102799,"False"," "," ",0," "," "," "," "," "," "
"l7"," "," "," "," "," "," "," "," "," "," "," "," "
"l7",-16.3773811298,-71.5309778727,"False"," "," ",0," "," "," "," "," "," "
"l7",-16.377211892,-71.5300040037,"False"," "," ",0," "," "," "," "," "," "
"l7",-16.3762862312,-71.5301137334,"False"," "," ",0," "," "," "," "," "," "
"l7",-16.376453617,-71.5308961871,"False"," "," ",0," "," "," "," "," "," "
"l7",-16.3767899217,-71.5312145673,"False"," "," ",0," "," "," "," "," "," "
"l7",-16.3773910095,-71.5316031959,"False"," "," ",0," "," "," "," "," "," "
"l7",-16.3782405163,-71.5317401543,"False"," "," ",0," "," "," "," "," "," "
"l7",-16.3781719111,-71.5311135907,"False"," "," ",0," "," "," "," "," "," "
"l19"," "," "," "," "," "," "," "," "," "," "," "," "
"l19",-16.3737396039,-71.517241734,"False"," "," ",0," "," "," "," "," "," "
"l19",-16.3725971405,-71.5157447373,"False"," "," ",0," "," "," "," "," "," "
"l19",-16.3714603929,-71.5166487143,"False"," "," ",0," "," "," "," "," "," "
"l19",-16.3724403447,-71.5183567587,"False"," "," ",0," "," "," "," "," "," "
"l22"," "," "," "," "," "," "," "," "," "," "," "," "
"l22",-16.3714143992,-71.5124363887,"False"," "," ",0," "," "," "," "," "," "
"l22",-16.3709174005,-71.5127942083,"False"," "," ",0," "," "," "," "," "," "
"l22",-16.3702861121,-71.5119726592,"False"," "," ",0," "," "," "," "," "," "
"l22",-16.3697815238,-71.5123255867,"False"," "," ",0," "," "," "," "," "," "
"l22",-16.3703870673,-71.5131747523,"False"," "," ",0," "," "," "," "," "," "
"l22",-16.3701080192,-71.5134241602,"False"," "," ",0," "," "," "," "," "," "
"l22",-16.3704269953,-71.5139178139,"False"," "," ",0," "," "," "," "," "," "
"l22",-16.3717368217,-71.5129332284,"False"," "," ",0," "," "," "," "," "," "
"l25"," "," "," "," "," "," "," "," "," "," "," "," "
"l25",-16.373003001,-71.5085469669,"False"," "," ",0," "," "," "," "," "," "
"l25",-16.3718408806,-71.5069890993,"False"," "," ",0," "," "," "," "," "," "
"l25",-16.3708297628,-71.5078068835,"False"," "," ",0," "," "," "," "," "," "
"l25",-16.3719948826,-71.5093755182,"False"," "," ",0," "," "," "," "," "," "
"l27"," "," "," "," "," "," "," "," "," "," "," "," "
"l27",-16.372477998,-71.5115879018,"False"," "," ",0," "," "," "," "," "," "
"l27",-16.3728892584,-71.5120778582,"False"," "," ",0," "," "," "," "," "," "
"l27",-16.3738258983,-71.5113815317,"False"," "," ",0," "," "," "," "," "," "
"l27",-16.373436783,-71.5108630086,"False"," "," ",0," "," "," "," "," "," "
"l27",-16.3737117981,-71.5106252282,"False"," "," ",0," "," "," "," "," "," "
"l27",-16.3730244833,-71.5097384551,"False"," "," ",0," "," "," "," "," "," "
"l27",-16.372537698,-71.5100863099,"False"," "," ",0," "," "," "," "," "," "
"l27",-16.3732117759,-71.5110191391,"False"," "," ",0," "," "," "," "," "," "
"l32"," "," "," "," "," "," "," "," "," "," "," "," "
"l32",-16.3684033878,-71.5077395634,"False"," "," ",0," "," "," "," "," "," "
"l32",-16.368396004,-71.5078058814,"False"," "," ",0," "," "," "," "," "," "
"l32",-16.3680594626,-71.5078352821,"False"," "," ",0," "," "," "," "," "," "
"l32",-16.3680044405,-71.5072912137,"False"," "," ",0," "," "," "," "," "," "
"l32",-16.3665678656,-71.5075052833,"False"," "," ",0," "," "," "," "," "," "
"l32",-16.3664712018,-71.5078796775,"False"," "," ",0," "," "," "," "," "," "
"l32",-16.3671207705,-71.5084083112,"False"," "," ",0," "," "," "," "," "," "
"l32",-16.3674760129,-71.50914242,"False"," "," ",0," "," "," "," "," "," "
"l32",-16.3681155827,-71.5086422828,"False"," "," ",0," "," "," "," "," "," "
"l32",-16.3684765933,-71.5084632237,"False"," "," ",0," "," "," "," "," "," "
"l32",-16.3686156665,-71.508932286,"False"," "," ",0," "," "," "," "," "," "
"l32",-16.3689227728,-71.5088498436,"False"," "," ",0," "," "," "," "," "," "
"l32",-16.3689160466,-71.508417515,"False"," "," ",0," "," "," "," "," "," "
"l32",-16.3688789726,-71.5081049043,"False"," "," ",0," "," "," "," "," "," "
"l32",-16.3687736243,-71.5076372243,"False"," "," ",0," "," "," "," "," "," "
"l35"," "," "," "," "," "," "," "," "," "," "," "," "
"l35",-16.3686154865,-71.504123543,"False"," "," ",0," "," "," "," "," "," "
"l35",-16.3696575983,-71.5041949894,"False"," "," ",0," "," "," "," "," "," "
"l35",-16.3697048827,-71.5035750491,"False"," "," ",0," "," "," "," "," "," "
"l35",-16.3697001633,-71.5032614606,"False"," "," ",0," "," "," "," "," "," "
"l35",-16.3696773442,-71.5022551857,"False"," "," ",0," "," "," "," "," "," "
"l35",-16.3694261869,-71.5022944016,"False"," "," ",0," "," "," "," "," "," "
"l35",-16.3686903021,-71.5030104926,"False"," "," ",0," "," "," "," "," "," "
"l35",-16.3685365966,-71.5033246072,"False"," "," ",0," "," "," "," "," "," "
"l35",-16.3681967403,-71.5033252051,"False"," "," ",0," "," "," "," "," "," "
"l35",-16.3681916152,-71.5036884788,"False"," "," ",0," "," "," "," "," "," "
"l35",-16.3686587991,-71.5037194706,"False"," "," ",0," "," "," "," "," "," "
"l36"," "," "," "," "," "," "," "," "," "," "," "," "
"l36",-16.3703850281,-71.5016332213,"False"," "," ",0," "," "," "," "," "," "
"l36",-16.3695243597,-71.5001246418,"False"," "," ",0," "," "," "," "," "," "
"l36",-16.3690857084,-71.5003259567,"False"," "," ",0," "," "," "," "," "," "
"l36",-16.3695814783,-71.5011636858,"False"," "," ",0," "," "," "," "," "," "
"l36",-16.3696159115,-71.5016982666,"False"," "," ",0," "," "," "," "," "," "
"l36",-16.3697041044,-71.5022034586,"False"," "," ",0," "," "," "," "," "," "
"l36",-16.3697173809,-71.5032355411,"False"," "," ",0," "," "," "," "," "," "
"l36",-16.3699858624,-71.503261813,"False"," "," ",0," "," "," "," "," "," "
"l36",-16.3703827386,-71.5035549828,"False"," "," ",0," "," "," "," "," "," "
"l36",-16.3705470414,-71.5038596825,"False"," "," ",0," "," "," "," "," "," "
"l36",-16.371009693,-71.5035945626,"False"," "," ",0," "," "," "," "," "," "
"l36",-16.3708279555,-71.5024081743,"False"," "," ",0," "," "," "," "," "," "
"l6"," "," "," "," "," "," "," "," "," "," "," "," "
"l6",-16.3769816594,-71.5256438017,"False"," "," ",0," "," "," "," "," "," "
"l6",-16.3772857456,-71.5252007435,"False"," "," ",0," "," "," "," "," "," "
"l6",-16.3774884868,-71.5248594598,"False"," "," ",0," "," "," "," "," "," "
"l6",-16.3763920078,-71.5241586857,"False"," "," ",0," "," "," "," "," "," "
"l6",-16.3762065038,-71.5244298925,"False"," "," ",0," "," "," "," "," "," "
"l6",-16.3759513078,-71.5246041396,"False"," "," ",0," "," "," "," "," "," "
"l6",-16.376705827,-71.5258871871,"False"," "," ",0," "," "," "," "," "," "
"l6",-16.3769930813,-71.5256545103,"False"," "," ",0," "," "," "," "," "," "
"l39"," "," "," "," "," "," "," "," "," "," "," "," "
"l39",-16.3779327299,-71.5246773765,"False"," "," ",0," "," "," "," "," "," "
"l39",-16.3771460949,-71.5241627276,"False"," "," ",0," "," "," "," "," "," "
"l39",-16.3773475597,-71.5238569024,"False"," "," ",0," "," "," "," "," "," "
"l39",-16.3767122573,-71.5234385695,"False"," "," ",0," "," "," "," "," "," "
"l39",-16.3765883472,-71.523553993,"False"," "," ",0," "," "," "," "," "," "
"l39",-16.3764619522,-71.5237351571,"False"," "," ",0," "," "," "," "," "," "
"l39",-16.3762520907,-71.5240287383,"False"," "," ",0," "," "," "," "," "," "
"l39",-16.3775093219,-71.5248379813,"False"," "," ",0," "," "," "," "," "," "
"l39",-16.3787154891,-71.5256109784,"False"," "," ",0," "," "," "," "," "," "
"l39",-16.3790639705,-71.5250335205,"False"," "," ",0," "," "," "," "," "," "
"l39",-16.3788907691,-71.5246836723,"False"," "," ",0," "," "," "," "," "," "
"l39",-16.3786043275,-71.5250916605,"False"," "," ",0," "," "," "," "," "," "
"l43"," "," "," "," "," "," "," "," "," "," "," "," "
"l43",-16.3665504341,-71.5160055217,"False"," "," ",0," "," "," "," "," "," "
"l43",-16.3654505579,-71.5143414515,"False"," "," ",0," "," "," "," "," "," "
"l43",-16.3648787009,-71.5147550645,"False"," "," ",0," "," "," "," "," "," "
"l43",-16.3644432578,-71.5148887047,"False"," "," ",0," "," "," "," "," "," "
"l43",-16.3644994687,-71.5152659093,"False"," "," ",0," "," "," "," "," "," "
"l43",-16.3645773795,-71.5155094243,"False"," "," ",0," "," "," "," "," "," "
"l43",-16.3655066546,-71.5168013789,"False"," "," ",0," "," "," "," "," "," "
"l46"," "," "," "," "," "," "," "," "," "," "," "," "
"l46",-16.3714138344,-71.5256308629,"False"," "," ",0," "," "," "," "," "," "
"l46",-16.3716431315,-71.5253848281,"False"," "," ",0," "," "," "," "," "," "
"l46",-16.3720591159,-71.525781372,"False"," "," ",0," "," "," "," "," "," "
"l46",-16.3722009483,-71.5255070703,"False"," "," ",0," "," "," "," "," "," "
"l46",-16.3719802486,-71.5250810104,"False"," "," ",0," "," "," "," "," "," "
"l46",-16.3721682531,-71.5248662277,"False"," "," ",0," "," "," "," "," "," "
"l46",-16.3715436539,-71.5240892585,"False"," "," ",0," "," "," "," "," "," "
"l46",-16.3713653115,-71.5242600951,"False"," "," ",0," "," "," "," "," "," "
"l46",-16.3710839962,-71.524008343,"False"," "," ",0," "," "," "," "," "," "
"l46",-16.3701550177,-71.5249805041,"False"," "," ",0," "," "," "," "," "," "
"l46",-16.3703670852,-71.5255386433,"False"," "," ",0," "," "," "," "," "," "
"l46",-16.3708878048,-71.526123591,"False"," "," ",0," "," "," "," "," "," "
"l46",-16.3713667316,-71.5255945254,"False"," "," ",0," "," "," "," "," "," "
"l47"," "," "," "," "," "," "," "," "," "," "," "," "
"l47",-16.371173627,-71.5265055636,"False"," "," ",0," "," "," "," "," "," "
"l47",-16.3703724811,-71.5255818677,"False"," "," ",0," "," "," "," "," "," "
"l47",-16.3697014919,-71.5253472174,"False"," "," ",0," "," "," "," "," "," "
"l47",-16.3690487721,-71.524675624,"False"," "," ",0," "," "," "," "," "," "
"l47",-16.3688004644,-71.5251299509,"False"," "," ",0," "," "," "," "," "," "
"l47",-16.3693863745,-71.5255236827,"False"," "," ",0," "," "," "," "," "," "
"l47",-16.3705794077,-71.5265047604,"False"," "," ",0," "," "," "," "," "," "
"l47",-16.3711245294,-71.5271417568,"False"," "," ",0," "," "," "," "," "," "
"l47",-16.371896804,-71.5276300789,"False"," "," ",0," "," "," "," "," "," "
"l47",-16.3723345124,-71.5277667364,"False"," "," ",0," "," "," "," "," "," "
"l47",-16.3727274788,-71.5279656652,"False"," "," ",0," "," "," "," "," "," "
"l47",-16.372873794,-71.5276798092,"False"," "," ",0," "," "," "," "," "," "
"c4"," "," "," "," "," "," "," "," "," "," "," "," "
"c4",-16.3793944428,-71.5243003677,"False"," "," ",0," "," "," "," "," "," "
"c4",-16.3799726472,-71.5238361897,"False"," "," ",0," "," "," "," "," "," "
"c4",-16.3793715122,-71.523370358,"False"," "," ",0," "," "," "," "," "," "
"c4",-16.3791285115,-71.5235864073,"False"," "," ",0," "," "," "," "," "," "
"c4",-16.3789403072,-71.52308266,"False"," "," ",0," "," "," "," "," "," "
"c4",-16.3788357865,-71.5230273163,"False"," "," ",0," "," "," "," "," "," "
"c4",-16.3784480023,-71.523853531,"False"," "," ",0," "," "," "," "," "," "
"c5"," "," "," "," "," "," "," "," "," "," "," "," "
"c5",-16.3774303908,-71.5267061575,"False"," "," ",0," "," "," "," "," "," "
"c5",-16.3782205733,-71.5259764754,"False"," "," ",0," "," "," "," "," "," "
"c5",-16.3785039048,-71.5255153151,"False"," "," ",0," "," "," "," "," "," "
"c5",-16.3775097037,-71.5248869961,"False"," "," ",0," "," "," "," "," "," "
"c5",-16.3770214169,-71.5256327117,"False"," "," ",0," "," "," "," "," "," "
"c5",-16.3767448392,-71.5259329645,"False"," "," ",0," "," "," "," "," "," "
"c8"," "," "," "," "," "," "," "," "," "," "," "," "
"c8",-16.3774468039,-71.5292334091,"False"," "," ",0," "," "," "," "," "," "
"c8",-16.3775910988,-71.529987234,"False"," "," ",0," "," "," "," "," "," "
"c8",-16.3772309255,-71.5300223526,"False"," "," ",0," "," "," "," "," "," "
"c8",-16.3774031179,-71.530959344,"False"," "," ",0," "," "," "," "," "," "
"c8",-16.3781357631,-71.531068589,"False"," "," ",0," "," "," "," "," "," "
"c8",-16.3778435337,-71.5291391502,"False"," "," ",0," "," "," "," "," "," "
"c11"," "," "," "," "," "," "," "," "," "," "," "," "
"c11",-16.3779854924,-71.529883617,"False"," "," ",0," "," "," "," "," "," "
"c11",-16.3794065106,-71.5296338089,"False"," "," ",0," "," "," "," "," "," "
"c11",-16.3794306113,-71.5293706267,"False"," "," ",0," "," "," "," "," "," "
"c11",-16.379311248,-71.5292650958,"False"," "," ",0," "," "," "," "," "," "
"c11",-16.3783499888,-71.5294463954,"False"," "," ",0," "," "," "," "," "," "
"c11",-16.3781832005,-71.5290611049,"False"," "," ",0," "," "," "," "," "," "
"c11",-16.3778623296,-71.5291397513,"False"," "," ",0," "," "," "," "," "," "
"c13"," "," "," "," "," "," "," "," "," "," "," "," "
"c13",-16.3764109211,-71.5269073027,"False"," "," ",0," "," "," "," "," "," "
"c13",-16.377220321,-71.5279014409,"False"," "," ",0," "," "," "," "," "," "
"c13",-16.3774826718,-71.5276635709,"False"," "," ",0," "," "," "," "," "," "
"c13",-16.3779494988,-71.5282125553,"False"," "," ",0," "," "," "," "," "," "
"c13",-16.3782560098,-71.5279748669,"False"," "," ",0," "," "," "," "," "," "
"c13",-16.3767127022,-71.5261516805,"False"," "," ",0," "," "," "," "," "," "
"c13",-16.3764200058,-71.5264257056,"False"," "," ",0," "," "," "," "," "," "
"c17"," "," "," "," "," "," "," "," "," "," "," "," "
"c17",-16.3755758661,-71.5257837443,"False"," "," ",0," "," "," "," "," "," "
"c17",-16.3762237957,-71.5253918919,"False"," "," ",0," "," "," "," "," "," "
"c17",-16.3751441017,-71.5235550501,"False"," "," ",0," "," "," "," "," "," "
"c17",-16.374850612,-71.5237533324,"False"," "," ",0," "," "," "," "," "," "
"c17",-16.3753843663,-71.5246722655,"False"," "," ",0," "," "," "," "," "," "
"c17",-16.3748263594,-71.5250224758,"False"," "," ",0," "," "," "," "," "," "
"c17",-16.3752494428,-71.5259508423,"False"," "," ",0," "," "," "," "," "," "
"c30"," "," "," "," "," "," "," "," "," "," "," "," "
"c30",-16.3722415793,-71.5066919577,"False"," "," ",0," "," "," "," "," "," "
"c30",-16.3726593282,-71.5071453515,"False"," "," ",0," "," "," "," "," "," "
"c30",-16.3739469046,-71.5087668858,"False"," "," ",0," "," "," "," "," "," "
"c30",-16.3745768782,-71.5082131034,"False"," "," ",0," "," "," "," "," "," "
"c30",-16.3728907,-71.5061038622,"False"," "," ",0," "," "," "," "," "," "
"c38"," "," "," "," "," "," "," "," "," "," "," "," "
"c38",-16.3788987645,-71.5246686428,"False"," "," ",0," "," "," "," "," "," "
"c38",-16.379074007,-71.5250380087,"False"," "," ",0," "," "," "," "," "," "
"c38",-16.3787319462,-71.5256286645,"False"," "," ",0," "," "," "," "," "," "
"c38",-16.3799318915,-71.5264198113,"False"," "," ",0," "," "," "," "," "," "
"c38",-16.3801719231,-71.5261504555,"False"," "," ",0," "," "," "," "," "," "
"c38",-16.3794341791,-71.5244451881,"False"," "," ",0," "," "," "," "," "," "
"c40"," "," "," "," "," "," "," "," "," "," "," "," "
"c40",-16.3773080748,-71.5233693222,"False"," "," ",0," "," "," "," "," "," "
"c40",-16.3771752138,-71.5231807532,"False"," "," ",0," "," "," "," "," "," "
"c40",-16.3768635327,-71.5228007836,"False"," "," ",0," "," "," "," "," "," "
"c40",-16.3762303227,-71.5234039184,"False"," "," ",0," "," "," "," "," "," "
"c40",-16.3762921505,-71.5234867323,"False"," "," ",0," "," "," "," "," "," "
"c40",-16.3766236864,-71.5235062228,"False"," "," ",0," "," "," "," "," "," "
"c40",-16.3767229711,-71.5234279626,"False"," "," ",0," "," "," "," "," "," "
"c40",-16.3773572674,-71.5238574664,"False"," "," ",0," "," "," "," "," "," "
"c40",-16.3771602495,-71.5241614031,"False"," "," ",0," "," "," "," "," "," "
"c40",-16.3779248124,-71.5246517859,"False"," "," ",0," "," "," "," "," "," "
"c40",-16.3783179055,-71.52407145,"False"," "," ",0," "," "," "," "," "," "
"c41"," "," "," "," "," "," "," "," "," "," "," "," "
"c41",-16.3662520942,-71.5261299112,"False"," "," ",0," "," "," "," "," "," "
"c41",-16.3663811299,-71.5272413293,"False"," "," ",0," "," "," "," "," "," "
"c41",-16.3679368624,-71.5288077588,"False"," "," ",0," "," "," "," "," "," "
"c41",-16.3685934316,-71.5283368746,"False"," "," ",0," "," "," "," "," "," "
"c41",-16.3690983098,-71.5275198667,"False"," "," ",0," "," "," "," "," "," "
"c41",-16.3665072786,-71.525625724,"False"," "," ",0," "," "," "," "," "," "
"c50"," "," "," "," "," "," "," "," "," "," "," "," "
"c50",-16.3697153018,-71.5264549653,"False"," "," ",0," "," "," "," "," "," "
"c50",-16.370646267,-71.5271362925,"False"," "," ",0," "," "," "," "," "," "
"c50",-16.3708500708,-71.5268661399,"False"," "," ",0," "," "," "," "," "," "
"c50",-16.3702709188,-71.5262704229,"False"," "," ",0," "," "," "," "," "," "
"c50",-16.3694560224,-71.5256246936,"False"," "," ",0," "," "," "," "," "," "
"c50",-16.3688178661,-71.5252545483,"False"," "," ",0," "," "," "," "," "," "
"c50",-16.3682621677,-71.5261081035,"False"," "," ",0," "," "," "," "," "," "
"c50",-16.3693881881,-71.5269344029,"False"," "," ",0," "," "," "," "," "," "
"c51"," "," "," "," "," "," "," "," "," "," "," "," "
"c51",-16.3722478947,-71.5289211664,"False"," "," ",0," "," "," "," "," "," "
"c51",-16.3725028504,-71.5284143561,"False"," "," ",0," "," "," "," "," "," "
"c51",-16.3721269088,-71.5281961815,"False"," "," ",0," "," "," "," "," "," "
"c51",-16.3721237014,-71.5281934534,"False"," "," ",0," "," "," "," "," "," "
"c51",-16.372279983,-71.5279878576,"False"," "," ",0," "," "," "," "," "," "
"c51",-16.3711899959,-71.527297349,"False"," "," ",0," "," "," "," "," "," "
"c51",-16.3708511557,-71.5268828183,"False"," "," ",0," "," "," "," "," "," "
"c51",-16.3706615607,-71.5271469116,"False"," "," ",0," "," "," "," "," "," "
"c51",-16.3697402602,-71.5264790114,"False"," "," ",0," "," "," "," "," "," "
"c51",-16.3694058275,-71.5269403738,"False"," "," ",0," "," "," "," "," "," "
"c51",-16.3707359044,-71.5278622172,"False"," "," ",0," "," "," "," "," "," "
"c53"," "," "," "," "," "," "," "," "," "," "," "," "
"c53",-16.3679293931,-71.526637518,"False"," "," ",0," "," "," "," "," "," "
"c53",-16.3691547596,-71.527514816,"False"," "," ",0," "," "," "," "," "," "
"c53",-16.3686190321,-71.5283283823,"False"," "," ",0," "," "," "," "," "," "
"c53",-16.3701181614,-71.5294236204,"False"," "," ",0," "," "," "," "," "," "
"c53",-16.3709973861,-71.5280974041,"False"," "," ",0," "," "," "," "," "," "
"c53",-16.3682289851,-71.5261283723,"False"," "," ",0," "," "," "," "," "," "
"c55"," "," "," "," "," "," "," "," "," "," "," "," "
"c55",-16.3693673516,-71.5296271,"False"," "," ",0," "," "," "," "," "," "
"c55",-16.368333606,-71.5285465706,"False"," "," ",0," "," "," "," "," "," "
"c55",-16.3676631593,-71.5289981726,"False"," "," ",0," "," "," "," "," "," "
"c55",-16.3681227471,-71.5296040832,"False"," "," ",0," "," "," "," "," "," "
"c55",-16.3689348978,-71.5301667601,"False"," "," ",0," "," "," "," "," "," "
"c55",-16.3692595921,-71.5303977994,"False"," "," ",0," "," "," "," "," "," "
"c55",-16.3698309785,-71.5309198717,"False"," "," ",0," "," "," "," "," "," "
"c55",-16.3708578443,-71.529879765,"False"," "," ",0," "," "," "," "," "," "
